,,○,輸送業（経理担当）,・倉庫関連貨物について引き合いが来ており、受注できれば関連貨物の荷動きも出てくる可能性もあるためやや良くなる。,,
,,○,通信業（営業企画担当）,・これまでの情報通信系サービスから新たにセキュリティ、事業継続計画、職場改善等への対策に関するソリューションニーズが出てきており、来年度に向けて売上につながる商談が見込まれる。,,
,,○,金融業（貸付担当）,・日銀のマイナス金利政策の影響からか、住宅ローン等の借換案件が増加している。低金利の恩恵を受けた住宅ローン債務者の個人消費が増加し、景気は良くなっていく。取引先は年末需要に向けて引き合が多くなっており、総じて２～３か月先の身のまわりの景気はやや良くなる。,,
,,○,広告代理店（営業担当）,・年末年始の販売促進が活発になるシーズンに入り、受注量は上向きに進行する。,,
,,□,農林水産業（従業者）,・競り値が上昇しており、イカ釣り漁以外の魚種の９月の水揚げ量も前年より10％伸びている。,,
,,□,食料品製造業（総務担当）,・製品に関して社内での販売分析を行っているが、製品の出荷数量が制限され、売上と利益が下がる。,,
,,□,化学工業（総務担当）,・第二四半期決算では増益となったが、原燃料の価格が下がったことによるものが大きい。売上が伸びない中、原燃料の価格次第で利益が変動する事業環境となっている。このような環境が続く限り景気は良くならない。,,
,,□,鉄鋼業（総務担当）,・為替動向が先行き不透明である。高価格帯の製品の伸びが今一つであり、需要が完全には回復しない。,,
,,□,一般機械器具製造業（総務担当）,・受注量や販売量の動きに変化はない。,,
,,□,電気機械器具製造業（総務担当）,・アベノミクスの恩恵が地方に及んでいない。客の節約志向が一段と高まり、将来への不安を払しょくできず、賃上げや雇用増まで進まず、目先の利益確保がやっとの状況が続く。,,
,,□,その他製造業［スポーツ用品］（総務担当）,・現在は国際情勢が低成長ながら安定しており、国内もまた低成長下で安定している。,,
,,□,建設業（総務担当）,・まだまだ不確定要素が多すぎる。,,
,,□,建設業（総務担当）,・予定物件が受注できれば、１年先まで同じ状況が継続する。,,
,,□,通信業（営業担当）,・中国の景気低迷、円高、景気対策、マイナス金利などプラスに転じる要因が少ないことから、当面は消費、投資も現状を維持する。,,
,,□,金融業（融資企画担当）,・円高の進展もやや落ち着いており、この為替水準であれば自動車輸出に大きな影響はない。また自動車部品メーカーの操業は高水準を維持する。,,
,,□,不動産業（総務担当）,・賃貸物件の需要時期ではない。,,
,,□,会計事務所（職員）,・製造業の業績が今一つ伸び悩んでいる。単価や数量で思うような数字が確保できておらず、この傾向は続く。建設業や製造業に活気が出てこないと景気の上昇は期待できない。,,
,,▲,化学工業（経営者）,・中国に景気後退感がありアジア発展途上国の景気にも陰りが見え、景気回復の兆しに対して見えない不透明感が続く。,,
,,▲,窯業・土石製品製造業（総務経理担当）,・大口受注の生産が完了し、鉄鋼向け受注も低迷した状態が続くため、時間外労働も減少する見込みである。,,
,,▲,鉄鋼業（総務担当）,・原料炭コストが大幅に上昇したことにより、価格転嫁の可否によっては収益悪化のリスクがある。,,
,,▲,金属製品製造業（総務担当）,・得意先が受注計画を下方修正したことで当社の受注が減少すると想定される。２～３か月先で影響はないものの、ものづくり補助金や省エネ補助金等を活用しなければ投資意欲は上向かない。,,
,,▲,輸送用機械器具製造業（財務担当）,・短期的に改善する材料がなく、当面景況感の悪化は続く。,,
,,▲,輸送業（総務担当）,・鳥取県中部地震の影響で各事業で操業規模が縮小され、景気の悪化が懸念される。,,
,,×,食料品製造業（総務担当）,・景気の状況からして良くなる要因がない。,,
"雇用
関連

(中国)",,◎,－,－,,
,,○,人材派遣会社（経営企画担当）,・少しでも求職者の就業機会を増やすため、求人内容、魅力ポイントなどを詳細かつ明確に広告誌面でアピールしていく。,,
,,○,職業安定所（産業雇用情報担当）,・コンビニのリニューアルや新規出店、ＩＴ系で当県進出を検討しているところもあり、それに関連した求人も見込まれる。,,
,,○,学校［大学］（就職担当）,・地元プロ野球チームが非常に良い成績を収めていることも手伝って、身近な範囲では明るい雰囲気がある。それ以外にも地元経済界を盛り上げるための県や市の施策が企業と上手くマッチしていきそうな様子が見て取れる。,,
,,□,人材派遣会社（社員）,・求職者に対し求人数が多い傾向は続き、販売職のニーズが増えていく。,,
,,□,人材派遣会社（支店長）,・人口は急激に増えることはないため、工場の自動化に対して積極的な支援を行わなければ、人材の問題は解決せず景気も向上しない。,,
,,□,人材派遣会社（支社長）,・旺盛な受注状況であるが、今後数か月では受注を大きく左右する状況は見えない。,,
,,□,求人情報誌製作会社（広告担当）,・求人難で新卒、中途採用共に企業や業種によっては採用難が続いており、少子化問題もあるため数年間はこの傾向が続く。企業情報で求職者に注目されるのは企業規模や勤務地ではなく、給与福利厚生、仕事内容、事業内容の３つであり、数年前と様子が変わってきている。,,
,,□,新聞社［求人広告］（担当者）,・当県の有効求人倍率は1.66倍で、全国３番目の高水準となっている。反面、求人業種に偏りがあり、賃金の高騰によって中小企業の収益を圧迫している。また大手自動車メーカーの燃費不正問題に伴う生産中止の状態から操業再開となったものの、県内の部品メーカーでは解雇や雇止めが相次ぎ、先行きは不透明である。,,
,,□,新聞社［求人広告］（担当者）,・最低賃金の引上げでコストが増加した分を製品価格に転嫁することを検討しつつも、値上げした際の売上減少が怖くて踏み切れないでいる事業者は多く、物価上昇は当たり前という機運が広がらない限りは中小事業者の悩みはまだ続きそうで、意欲的な消費行動が出てこなければ景気上昇は見込めない。,,
,,□,職業安定所（雇用開発担当）,・採用に前向きな企業がある反面、販売不振で雇用調整等を行う企業もあり、景気全体が同じ方向にはなくまだら模様を描く。,,
,,□,職業安定所（産業雇用情報担当）,・管内で企業倒産の話はなく、有効求人倍率は1.3％台で推移しており今後も特に変化はない。,,
,,□,民間職業紹介機関（職員）,・景気が後退する悪材料もなければ、その反対も見当たらず、このまま現状維持で推移する。,,
,,□,民間職業紹介機関（人材紹介担当）,・求職者側の仕事探しが多様化しており、人手が足りない業界が多い。景気の活性化は扶養控除廃止等の政治的な施策の後押しが必要であり、現状では変わらない。,,
,,□,学校［短期大学］（学生支援担当）,・景気がもっと良くなることに期待が持ちにくい。,,
,,▲,職業安定所（所長）,・医療福祉など慢性的な人手不足の業種があるが、今回発生した鳥取県中部地震による施設等の損壊や今後の風評被害の影響が懸念される状況もあり、求人数は下降傾向で推移する。,,
,,×,－,－,,
,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(四国)",,◎,－,－,,
,,○,商店街（事務局長）,・日経平均株価が上昇して富裕層の消費マインドが回復すると、年末年始に向けて消費への波及効果は大きい。世界的な経済不安や治安悪化等がなければ、来年は今年より良くなるはず。,,
,,○,コンビニ（店長）,・好循環に入るのではないか。,,
,,○,衣料品専門店（経営者）,・少し寒くなってきたので、アウターが動きだすと年末にかけて少しは消費も増え、景気も良くなる。しかし、それも長続きはせず、１月中旬以降は消費が悪くなるとみている。,,
,,○,家電量販店（店員）,・ボーナス商戦や年末年始で、単価上昇や販売数の増加が見込める。,,
,,○,乗用車販売店（従業員）,・３年前の消費税増税前に駆け込み需要で登録した新車が今年度下期に初回車検を迎える為、車検対象台数増加に伴うサービス売上が増加すると予想している。,,
,,○,乗用車販売店（役員）,・今年後半に量販新型車の発売を予定しているため。,,
,,○,その他専門店［酒］（経営者）,・11月にはボジョレーヌーヴォーが販売開始となり、クリスマスやお歳暮も控え、忙しくなってくる。,,
,,○,タクシー運転手,・例年12月と１月は乗車率が上昇し、単価的にも良くなる。しかし、個人の所得は増えず、消費者の財布のひもは固い。,,
,,○,通信会社（営業担当）,・話題の新スマホ販売が好調なことに加え、冬モデルの新機種が続々と販売開始となるため。,,
,,○,観光遊園地（職員）,・2017愛媛国体を控え、短期的には景気が良くなる。,,
,,○,美容室（経営者）,・年末年始には客数が増える。,,
,,○,設計事務所（所長）,・企業の設備投資が増え、個人でのマンション建設等も増えてきている。,,
,,□,商店街（代表者）,・冬物商戦は盛り上がりに欠けている。正月を過ぎるとすぐにバーゲンが始まるので、ますます消費者の財布のひもは固く、厳しい状況が続く。,,
,,□,商店街（代表者）,・年末にかけて良くなると見込むが、来客数も売上も前年比では期待できない。,,
,,□,一般小売店［文具店］（経営者）,・雨が多かった天候の影響もあって客足が低調で、価格訴求の傾向も強い。,,
,,□,百貨店（営業担当）,・周年事業で売上は上がっているが、客の動きは変わらない。,,
,,□,スーパー（企画担当）,・野菜の高値が続いており、客の買上が回復するか様子見の状態にある。,,
,,□,スーパー（財務担当）,・節約志向の消費マインドは継続する。賢い消費が続く。,,
,,□,コンビニ（商品担当）,・集客効果が見込めるイベントはないが、季節商材やトレンド品の販売で現状維持はできる。,,
,,□,コンビニ（総務）,・気温や天候、販促等で業績は前年を上回ることが出来ると思うが、景気には連動しない。先行きは依然として不透明である。,,
,,□,衣料品専門店（経営者）,・平年気温になると高価格のアウターにも動きが出て売上維持が十分可能だが、暖冬になると厳しい。,,
,,□,衣料品専門店（総務担当）,・気温が下がると売上は改善するが、天候の予測は難しいうえ買い控えの傾向も依然として強い。景気が良くなるとは思えない。,,
,,□,乗用車販売店（従業員）,・年末発表の新型車に期待しているが、販売量を大きく伸ばすとは考えにくい。,,
,,□,乗用車販売店（従業員）,・今年の夏以降、いくつか新型車を発売しているが、購入の動きは今一つ。,,
,,□,乗用車販売店（営業担当）,・ユーザーの購買意欲は低く、なにか仕掛けをしないと意欲を増すことが出来ない。,,
,,□,住関連専門店（経営者）,・リフォームや住宅建築が周辺で増えているため、需要はあると期待している。,,
,,□,その他小売［ショッピングセンター］（副支配人）,・必要なものしか購入しない姿勢が強く、引き続き財布のひもは固い。,,
,,□,観光型旅館（経営者）,・例年と同様、12月までの予約状況は良い。景気が良くなっているわけではないが、我々旅館業界はうまくいっているのではないか。,,
,,□,都市型ホテル（経営者）,・予約状況は変わらない。お客様の話では景気が良いとも悪いとも言えず、依然不透明である。,,
,,□,旅行代理店（営業部長）,・海外へ旅行するには年末年始の日並びが悪く、１月３日以降の単価の安い日に集中しそうな状況。,,
,,□,通信会社（支店長）,・特に大きな変化をもたらす要因が見当たらない。,,
,,□,通信会社（企画）,・集合住宅の一括契約が伸びてはいるが、そのまま継続するか明確になっていない。,,
,,□,ゴルフ場（従業員）,・週末の予約は前年並みだが、平日の予約が徐々に少なくなっている。,,
,,□,競艇場（職員）,・11月は、機械更改のために休催するので期待できない。例年12月～１月にかけて、大きな場外レースの発売や正月レース等が開催されること、11月～現在の４場から６場発売になることから、売上増が期待できる。,,
,,▲,一般小売店［生花］（経営者）,・年末の人出に期待しているが、閉店した店舗に新たな入居が無ければ人通りは回復しない。,,
,,▲,百貨店（販売促進担当）,・衣料品取引先の生産調整などが懸念される。,,
,,▲,タクシー運転手,・冬場はお遍路さんが少ないから、仕事も減る。街中も良い話がないので、今より悪くなる。,,
,,▲,通信会社（営業部長）,・新商品の効果が一巡する。,,
,,▲,住宅販売会社（従業員）,・受注は増えているものの来場者数が減ってきているので、安心できない。,,
,,×,商店街（代表者）,・地元自治体と一体化してこそ地域のまちづくりは進む。そういう意味で、全く先が読めない。,,
,,×,一般小売店［乾物］（店員）,・良くなる要因が全く無い。,,
,,×,一般小売店［酒］（販売担当）,・寒いと外出が減る。酒類の家庭飲みが増えると、ディスカウント店は伸びるだろうが、酒類専門店での購入はない。寒くなるこれからの時期は厳しくなる。,,
,,×,スーパー（店長）,・年末商品の高騰が予想されている。カニや数の子など高額なものと、安いものとの消費の二極化が進むのではないか。しめ縄等の際物商品を買う人も減るとみている。,,
,,×,コンビニ（店長）,・地場産業の造船の業況が芳しくなく、厳しい状況が続く。,,
"企業
動向
関連

(四国)",,◎,食料品製造業（商品統括）,・米国の利上げが確実視されており、輸出企業の為替差益が予想される。原料輸入企業は前回の円安時に対策が行われ、体質改善できている。ただ、人手不足による生産性の悪化が懸念される。,,
,,○,木材木製品製造業,・築地市場や東京オリンピック競技場等の問題を早期解決し、オリンピック特需に期待したい。停滞感が強く、経済効果も半減するのではないかと心配している。,,
,,○,パルプ・紙・紙加工品製造業（経営者）,・12月に向けて、売上・利益とも増加する。,,
,,○,建設業（経営者）,・補正予算に期待するしかない。,,
,,○,建設業（経営者）,・手持ちの仕事が順調に進んで消化できると、全体的に良くなる。,,
,,○,通信業（営業担当）,・自動車や情報通信などの業種を中心に、広告出稿が増えている。,,
,,□,食料品製造業（経営者）,・国内外の水産物が供給量も減って相場も上がっているのに、販売価格に転嫁できないため利益が圧迫されている。,,
,,□,繊維工業（経営者）,・現状がしばらく続く。,,
,,□,鉄鋼業（総務部長）,・造船向けも産業用機械向けも、浮揚の兆しが見えない。,,
,,□,建設業（経理担当）,・販売量は増加しているが、受注量が減少している。今後、受注量は若干増加が見込まれるものの競争も厳しく、景気は変わらない。,,
,,□,輸送業（支店長）,・年末年始に向けて物量は多少増えるが、例年の事だ。,,
,,□,広告代理店（経営者）,・インバウンド観光は順調であるが、依然として多くの得意先では消費低迷が続いており、広告予算は削減傾向にある。,,
,,▲,農林水産業（職員）,・ガソリンの値上がり、青果物等食料品の高値基調のほか、慶弔支出も増えている。収入が増えないなか、家計のやりくりは厳しい。,,
,,▲,電気機械器具製造業（経営者）,・太陽光発電設備の受注残が少なくなってきており、競争も激しい。生き残りをかけたメンテナンス事業や自社開発の発電事業も準備が整った。極端に悪くなることはないが、建設当初と比べるとやや悪くなっている。,,
,,▲,電気機械器具製造業（経理）,・得意先からの受注量ならびに受注予測情報では、やや減少傾向がうかがえるが、末端市場のデマンドに大きな変化は生じないとみている。,,
,,▲,輸送業（経営者）,・やはり雰囲気が悪いことと、借金の多さを考えるとぞっとする。,,
,,▲,輸送業（営業）,・燃料油値上げの動きが不安材料となっている。燃料油価格は生命線であり、大幅な値上げとなると貨物自動車運送業の経営への影響は大きい。また、年末繁忙期に車輌不足が深刻化すれば必然的に運賃値上げに繋がるが、あくまでも一過性のもので、景気が上向いているというわけではない。,,
,,▲,金融業（副支店長）,・貸出金利低下の動きはやや一服感がみられるものの、平均金利は低下傾向が続いている。資金需要が伸び悩んでいる市場環境下では、金融機関の収益環境は更に厳しくなる。,,
,,▲,公認会計士,・熊本地震や鳥取県中部地震の影響もあると思うが、将来に対して非常に不安を持っている経営者が増えている。消費動向が振るわず、以前より設備投資を控えたいと考える方が多い。景気は少し悪くなっているのではないかと心配している。,,
,,×,一般機械器具製造業（経理担当）,・年度後半の国内需要は堅調に推移するが、海外需要は新興国経済の減速や原油・資源価格の低迷により、想定以上に減少すると見込む。,,
"雇用
関連

(四国)",,◎,－,－,,
,,○,人材派遣会社（営業担当）,・年末商戦に向けた企業の動きが求人数に反映してくるため。,,
,,○,人材派遣会社（営業）,・年末に向けて消費者のニーズが高くなると、経済が活性化する。それに伴い雇用のニーズも高まる。求職者数、求人数ともに増え、景気に良い兆しが見えてくる。,,
,,○,職業安定所（職員）,・９月の有効求人倍率は1.34倍で、前年より0.15ポイント上昇している。,,
,,□,新聞社［求人広告］（担当者）,・クライアントからは景気回復の兆しが感じられない。,,
,,□,職業安定所（職員）,・求人条件に変化は見られない。,,
,,□,学校［大学］（就職担当）,・人手不足は続いている。景気の動向を判断する周辺企業の情報は得られていない。,,
,,▲,人材派遣会社（営業担当）,・大型店出店により直接雇用など求人が増え、派遣業の求職者の登録などが一段と厳しくなりつつある。,,
,,▲,求人情報誌（営業）,・中途採用で経験ありの即戦力を求める建築、介護などの繁忙企業は、人材をうまく確保できていない。,,
,,▲,求人情報誌製作会社（従業員）,・年末に向け求人数の減少が予想されるため。,,
,,▲,民間職業紹介機関（所長）,・来春オープンする大型ショッピングセンタ－に人材を取られ、多くの販売店・小売店では人手不足感がある。,,
,,×,－,－,,
,,,,,,
　10．九州（地域別調査機関：公益財団法人九州経済調査協会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(九州)",,◎,－,－,,
,,○,商店街（代表者）,・冬物商戦に入り、今年は早くから動きが良いので期待している。,,
,,○,商店街（代表者）,・今月以上に喪中、年賀状などの印刷物が増えてくる。,,
,,○,一般小売店［青果］（店長）,・需要が多くて値段が上がったのではなく、供給が少ないため値段が上がったという状況である。需要が伸び切っていないため、供給が満たされれば以前よりは良くなるが、大きな売上の伸びはない。,,
,,○,一般小売店［鮮魚］（店員）,・年末に期待するしかない。年間の損を年末に取り戻すような商売だが、損を取り戻せるか不安である。,,
,,○,一般小売店［茶］（販売・事務）,・今後３か月も必ず上昇していくという判断はできないが、例年どおりであれば年末に向けて販売量は増加していく。,,
,,○,百貨店（営業担当）,・今後、米国の利上げの問題や大統領選挙等の外的要因による株価の影響も出てくると思うが、足元は多少前倒しのお歳暮の動きがあり、極めて好調である。催事が活況となれば持ち直していく。,,
,,○,百貨店（販売促進担当）,・年末年始に入り、今月よりはやや良くなる。,,
,,○,スーパー（経営者）,・熊本地震後、初めての年末でそろえるものも多いため、良くなる。,,
,,○,スーパー（店長）,・現在の野菜の高騰も安定していくだろう。冬になって寒くなるので季節商材が売れてくる。,,
,,○,家電量販店（店員）,・売上は天候に左右されるが、ここ半年は上がり下がりがある中で若干上昇しつつある。３か月後も季節要因を外して考えると、良くなる。,,
,,○,家電量販店（総務担当）,・話題になる商品が少なく、今後も買換え需要の掘り起こしに期待する。,,
,,○,家電量販店（従業員）,・寒くなってきたので暖房器具の需要が増える。,,
,,○,乗用車販売店（総務担当）,・年末には新型車が投入される。来店客数が増え、新車販売台数が伸びる。,,
,,○,乗用車販売店（販売担当）,・上半期は順調に売上も伸びていたが、今月は来店数が落ち着いていた。これ以上の落ち込みはないため、２～３か月後は客足が戻る。,,
,,○,その他専門店［コーヒー豆］（経営者）,・12月に向けて売上が上がる。コーヒーを中心としたお歳暮や、気候も寒くなるのでコーヒーを消費する家庭が増えてきており今後は良くなる。,,
,,○,ドラッグストア（部長）,・冬の気温が平年並みか低いと予想されており、冬物の需要も高まることが期待できる。,,
,,○,その他小売の動向を把握できる者［土産卸売］（従業員）,・年末年始で人の移動する時期になり販売量は増加する。客単価が高くなれば良い。,,
,,○,高級レストラン（専務）,・宴会が多くなる時期で、南九州全般で客が増えている。ただ、市内の人の懐は豊かではない。,,
,,○,高級レストラン（支配人）,・年末に向け、忘年会等の予約が少しずつ入り始めた。,,
,,○,高級レストラン（従業員）,・忘年会シーズンで動きがある。,,
,,○,一般レストラン（経営者）,・集客数は増えてきているので、あとは注文の内容次第である。ただ、客からは景気のいい話は聞こえてこない。,,
,,○,都市型ホテル（販売担当）,・繁忙期ということもあり、１月までの予約数は前年を超えている。,,
,,○,旅行代理店（従業員）,・第４四半期は九州ふっこう割も終了し、九州域内では反動が懸念されるが、その反面学生旅行を中心に東京、京阪神方面への需要が増える。,,
,,○,タクシー運転手,・年末年始、ボーナス時期に入るので動きが出る。,,
,,○,通信会社（企画担当）,・客の相談内容から、年末、年度末に向けての駆け込み需要は例年よりも多くなる。熊本地震・九州ふっこう割などの対応でできなかった未公開の事業が出てきている。,,
,,○,観光名所,・宿泊施設が11月はほぼ満室なので個人客はもちろん、団体・ツアーも増えている。また夜神楽が始まるので景気はよくなる。,,
,,○,美容室（経営者）,・年末は景気が回復してきて当業界も元気になる。安きに流れる傾向にあるが、おしゃれをする人たちの世界では少しずつ良くなる。,,
,,○,その他サービスの動向を把握できる者［介護サービス］（管理担当）,・業界全体としては厳しい経営環境であるが、経営努力により損益が好転する企業もあり、二極化している。全体として前年度より好転する。,,
,,□,商店街（代表者）,・熊本地震の復興で、一部の業者は良くなっているが、小売業の売上はそうでもない。今後も、上がる見通しはない。,,
,,□,商店街（代表者）,・現在の消費の冷え込みが回復する見込みは見当たらない。年金支給日だけ売上が上がり、ふだんは衝動買いを控え、売上は低調のまま推移している。日ごろから節約に徹した購買意欲の表れである。,,
,,□,商店街（代表者）,・収入が増えない上に、熊本地震後、鳥取県中部地震があり、このような天災の後は財布のひもが締まっていく。今後は、１人１人が潤うような政策がないと景気は良くならない。,,
,,□,商店街（代表者）,・客の年齢層が高くなっている。景気が良くなる兆しがない。小売店は必要ないのだろうか。各店舗の努力も必要だが、飲食店が増えている街中では足を運んでもらう魅力を総合的に作り出して行かなければならない。,,
,,□,商店街（代表者）,・九州ふっこう割が終わり、その後観光客がどれくらい戻ってくるのか分からない。商店街の個人消費が伸びない。,,
,,□,一般小売店［生花］（経営者）,・年末にかけては花の単価も高くなるので売上は少し厳しくなる。熊本地震後に地域復興ということで買いに来る客が増えているので期待したい。,,
,,□,百貨店（営業担当）,・高温多湿の気候により主力の衣料品の秋物への関心がなく、苦戦が続いている。一方、紳士・婦人雑貨やゴルフ用品、化粧品、ヤング衣類など自分で楽しむ商品は好調である。恒例の催事で金券利用は見込みめるが、客の買物二極化と慎重な買物傾向は継続する。,,
,,□,百貨店（営業担当）,・現状が高水準でこれ以上になることは想定しにくい。,,
,,□,百貨店（業務担当）,・客はいまだ震災の片付けや、耐久消費財の買換えを優先している。一般的な消費が復調するのにはまだ時間がかかる。,,
,,□,百貨店（経営企画担当）,・価格志向の強まりにより、購買単価の減少傾向が続く。来客数も減少し、ますます厳しい商況となっている。人口の都市部集中、地方の少子・高齢化が進行するなかで、下げ止まりの兆候は見えてこず、非常に厳しい状況である。,,
,,□,百貨店（マネージャー）,・インバウンドの売上は、４月以降、良くて前年比80％台であったが、10月に入り今年度初めて90％台まで戻したが、一般商品については、相変わらず時計宝飾品等の高額品を中心に、回復の兆しが見られない。,,
,,□,百貨店（店舗事業計画部）,・クリスマスから年末年始にかけては百貨店の利用が最も多い時期なので秋に比べ安定するが、ファッション衣料・雑貨の苦戦が続く。,,
,,□,百貨店（売場担当）,・入店客数が前年比95％以下が続いており底上げが問題である。最近は食品以外で客単価が落ちている。前年はプレミアム付商品券があり売上が伸びたが、今年は期待できない。市況だけでみると良くないが、他店と比較してみないと現状の判断がしにくい。,,
,,□,百貨店（営業統括）,・主力である婦人服が売上増になるかどうか、現状では見通せない状況である。,,
,,□,スーパー（店長）,・消費が上向く根拠がない。競合店の出店や改装等もあり、今後価格競争も厳しくなる。,,
,,□,スーパー（店長）,・熊本地震の影響で大型店が閉まっており、ギフトの売上が夏場は前年比300％で推移した。年末商戦もそのようになる。大型店の復旧には半年以上掛かるので、それまでは変わらない状況が続く。年末商戦も早くから動き出すようなのでかなり期待できる。一方、衣料品が天候不順のため、苦戦している。,,
,,□,スーパー（総務担当）,・客数や売上が前年を上回って推移しているものの、客単価はあまり変化がない。,,
,,□,スーパー（経理担当）,・寒くなるにつれ夏場からの消費の改善は進む。,,
,,□,コンビニ（経営者）,・客の様子からは景気が良くなっているような動きはみられない。,,
,,□,コンビニ（店長）,・特に悪くなる要因も、良くなる要因もない。,,
,,□,コンビニ（エリア担当・店長）,・近くに生鮮品を扱う中規模スーパーマーケットが開店する予定である。その影響は見当もつかない。客の流れが活発になるとコンビニエンスストアへ来店もあるが、どれだけ取り込めるかが課題である。,,
,,□,衣料品専門店（店長）,・いろいろな催事を打つものの客足は遠のき、戻る気配がない。,,
,,□,衣料品専門店（店長）,・景気は良くも悪くもない。,,
,,□,衣料品専門店（総務担当）,・現状から変わる様子がない。,,
,,□,衣料品専門店（取締役）,・衣料品に対するお金のかけ方が以前よりもシビアになってきている。持っている物で済ませる、できるだけ安いものを買う、そういう感覚の客が多く、とても豊かで満足のいく余裕のある生活ではない。,,
,,□,家電量販店（店員）,・良くなる要素も悪くなる要素もみられない。このまま変わらない。,,
,,□,乗用車販売店（代表）,・変わらない。,,
,,□,住関連専門店（経営者）,・個人用住宅の建設はあるが、置き家具の買換え需要は減少している。相変わらず厳しい状況が続く。,,
,,□,その他専門店［書籍］（副店長）,・年末で売上額は大きくなるが、前年ベースでの改善は難しい。,,
,,□,その他専門店［ガソリンスタンド］（統括）,・燃料油の小売価格はやや上昇傾向だが、これからは寒くなり灯油の小売販売が見込みめる。例年以上に寒くなり、燃料油全般の販売量の増加に期待したい。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（支配人）,・緩やかな伸長傾向にあるが、今後２～３か月先については競合する店舗による影響もあり、見通しが不鮮明である。,,
,,□,その他小売［ショッピングセンター］（広報担当）,・11月中旬まで高温傾向が続くという予想で、冬物の動きを懸念している。建値で販売できる期間が短くなるのは必至である。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,・インバウンドの状況は変わらない。衣料品の動向も電子商取引増加もあり、急激には回復しない。,,
,,□,都市型ホテル（スタッフ）,・良くなる施策や対策が期待できない。,,
,,□,都市型ホテル（副支配人）,・当地区は来春まで、イベントが毎週末、コンサートが平日に予定されており、全て予約が入っている。さらにインバウンドが戻っている。,,
,,□,旅行代理店（企画）,・市場動向を確認中である。,,
,,□,タクシー運転手,・ゴルフが増えてきているが今年はあまり期待できない。,,
,,□,タクシー運転手,・相変わらず続く野菜の高騰や石油の値上がり予想など、財布のひもを締める不安要素はあるが、当分当地のタクシー利用は堅調である。,,
,,□,通信会社（営業担当）,・海外からの観光客数が減少傾向にある。,,
,,□,ゴルフ場（従業員）,・年末に向けての予約は前年並みである。九州ふっこう割等を利用した客は微増である。観光地としての地場産業はあまり元気ではないため、景気が上向く材料もなく、年末までこの状況が続く。,,
,,□,競輪場（職員）,・前年同月比でマイナスの状況で安定している。,,
,,□,競馬場（職員）,・前年から販売量が好調に推移しており、今後も特段傾向が変わる要素が見当たらない。,,
,,□,理容室（経営者）,・12月中旬を過ぎないと客の動きが出てこない。10～11月は厳しい状態である。,,
,,□,美容室（店長）,・客単価が少し上向いてきたが更に良くなることはなく、変わらない。,,
,,□,設計事務所（所長）,・いつもと変わらない状況であるため、結果が出るこの先も変わらない。,,
,,□,設計事務所（代表）,・良くなる材料も悪くなる材料もない。,,
,,□,住宅販売会社（従業員）,・住宅ローンの金利上昇もあるが、補正予算で新たな補助金が決定し、今年度は現状維持が続く。,,
,,□,住宅販売会社（従業員）,・景気の良し悪しの指標が最近分かりにくくなっている。消費動向や貯蓄率等、物は売れるが原価率が悪いなど、景気としてはあまり良くない。,,
,,▲,スーパー（店長）,・客や商品の動向を見ても変わらない。,,
,,▲,スーパー（店長）,・低価格への傾向が強くなってきている。単価の下落がより一層明確になる。,,
,,▲,コンビニ（エリア担当）,・光熱費等の公共料金も増え、人件費増も重なり経費を押し上げており、収益の悪化が一段と深まる。,,
,,▲,衣料品専門店（店員）,・10月末でこれほど暖かいと、コート等の重衣料を定価で購入せずセールを待つ客が増える。最近は厚いコートは着ないと言う客の声もよく聞く。,,
,,▲,その他専門店［書籍］（代表）,・若い世代が本当に使える金がないことを実感している。生活に関する経費は年々上がっているが、年金が破綻しつつあるなどネガティブな様子が満載である。,,
,,▲,スナック（経営者）,・例年９月は春以降来客数が最も少なく10月は回復するのだが、今年はその傾向が見られず９月と同様の成績である。近隣の同業者も同じ傾向らしく景気の後退を感じる。,,
,,▲,観光ホテル（総務）,・熊本地震後、回復傾向の要因として挙げられる九州ふっこう割が12月には終了する。それ以降について、厳しい状況になる。,,
,,▲,タクシー運転手,・会社も驚くほど予約率が高く、売上も今年で最も良いが今後の見通しが立っていないので不安がある。,,
,,▲,通信会社（業務担当）,・下請をやっているが、数か月単位でインセンティブが少しずつ下落している。,,
,,▲,通信会社（営業）,・10月の販売量が振るわなかった。それが年末年始まで続く。,,
,,▲,音楽教室（管理担当）,・生徒が受験時期になり稽古ごとを控えている。,,
,,×,商店街（代表者）,・来客数の減少とともに、消費者の財布と懐は非常に固くなっている。,,
,,×,高級レストラン（経営者）,・10月よりは良くなるが、例年に比べると予約状況も非常に悪い。12月の週末は大きな宴会が入っているが、それ以外の平日はまだ動きが鈍い。熊本地震後、隣市は補助が出て宿泊客を多く誘致している。当市にも何かあれば良い。,,
"企業
動向
関連

(九州)",,◎,－,－,,
