,,▲,設計事務所（経営者）,・ネット・ゼロ・エネルギー・ハウス支援事業は在来工法の住宅ではスピード感に欠け、募集期間に間に合わず使い難いことも含め、新築住宅の着工件数は確実に減少する。,,
,,×,コンビニ（エリア担当）,・ここ２～３か月工事がほとんどなくなり、昼の工事客や朝夕の客が減少している。加熱式たばこを購入する客が増え、何とか売上は前年をクリアしているが、来客数が増えないと全体売上は伸びないので厳しい状況は続く。,,
,,×,自動車備品販売店（経営者）,・地方の少子高齢化は加速度的に進んでいるので消費量が落ち込み、米国の新大統領就任による影響で景気が悪くなる。,,
"企業
動向
関連

(中国)",,◎,輸送用機械器具製造業（経営者）,・新車種が立ち上がるので忙しくなる。,,
,,○,窯業・土石製品製造業（総務経理担当）,・鉄鋼向け需要の増加を見込んでおり、生産量増加を計画している。,,
,,○,鉄鋼業（総務担当）,・活動水準は大きく変わらないが、市中での鋼材需給のひっ迫感は継続し価格改善が進む。,,
,,○,輸送業（支店長）,・通信販売関係やフリマアプリを利用した発注荷物の動きが想像以上に良く、しばらくは現状が続く。,,
,,○,不動産業（総務担当）,・賃貸物件の需要時期となるため、例年同様来客数と成約件数は増加する。,,
,,○,広告代理店（営業担当）,・卒業、入学、就職シーズンの販売促進での受注情報が来ており、上向きに推移する。,,
,,□,食料品製造業（総務担当）,・取り扱っている製品の売上は見込めるが、大きく伸びることはない。,,
,,□,木材木製品製造業（経理担当）,・住宅着工戸数は増加傾向にあるが、12月の住宅ローンの契約件数の減少と米国の新大統領就任による影響で、株価や為替の動向が不明確であり、将来の景気動向を読めない状況である。,,
,,□,鉄鋼業（総務担当）,・国内景気の先行きは米国経済によるところが大きいが、米国の新大統領就任による政策変更の影響で先行きは不透明である。,,
,,□,非鉄金属製造業（業務担当）,・金属相場の下げ要因がないため好調が続く。自動車もハイブリッド車は引き続き好調であるが、電気自動車やプラグインハイブリッド自動車は３か月連続で前年を割っており、パソコン、タブレット、携帯電話の台数は横ばいで推移している。また米国の新大統領就任による影響で相場変動が不安要因になっている。,,
,,□,金属製品製造業（総務担当）,・４月から受注が増えるとの情報を客先より聞いているが、根拠に乏しく希望的観測と受け止めている。,,
,,□,電気機械器具製造業（総務担当）,・デフレは解消しつつあると政府は発表しているが、地方では価格の値引き交渉が激しく、適正価格以下での取引が続いているため、将来に対して不安がある。,,
,,□,電気機械器具製造業（総務担当）,・対ドル円相場の動きが不明瞭である。,,
,,□,輸送用機械器具製造業（経営企画担当）,・主要客からの受注内示量は減少傾向である。,,
,,□,建設業（総務担当）,・今年度中は受注物件と予定物件で技術職が手一杯の状態が続く。,,
,,□,建設業（総務担当）,・今のところ順調であるが、米国の新大統領就任による影響で今後の展開が読めない。,,
,,□,輸送業（経理担当）,・例年なら期末に向けた動きが見えはじめる時期であるが、目立った動きはなく当分の間は変化が表れそうにない。,,
,,□,通信業（営業企画担当）,・製造業の客に新サービスの提案を行い、前月までは進捗中であったが、今月に入り検討の保留が発生しており計画が延びている。,,
,,□,通信業（営業担当）,・既存客に積極的な通信設備更改がなく、新規客開拓も伸び悩んでいる。,,
,,□,金融業（融資企画担当）,・米国の新大統領就任による自動車業界への影響が不透明であるが、世界経済の回復基調により自動車部品メーカーの受注には好調さが続く。,,
,,▲,化学工業（経営者）,・中国の景気後退感が続くとともに米国の新大統領就任による影響が加わって、景気により一層の不透明感が広がり、特に自動車部品向け受注が減少基調となる。,,
,,▲,化学工業（総務担当）,・米国など海外の情勢が不透明であり、投資や新規開拓が低迷する。,,
,,▲,輸送用機械器具製造業（財務担当）,・新規案件がほとんどない中で、手持ち工事量の消化が進み、景況感の悪化は継続する。,,
,,▲,その他製造業［スポーツ用品］（総務担当）,・今後ますます商品の開発が進み製造が複雑化する一方で、販売価格の上昇が抑えられる傾向はますます強くなる。,,
,,▲,輸送業（総務担当）,・米国新政権のハネムーン期間後の落ち込みが懸念材料である。,,
,,▲,会計事務所（職員）,・米国の新大統領の政策次第では自動車産業が相当の痛手を受ける可能性がある。関連の業界では先行きを不安視するところもある。,,
,,×,食料品製造業（経営者）,・客の消費動向が悪く、物が売れず今後も厳しい状況が続く。,,
,,×,一般機械器具製造業（総務担当）,・受注量や販売量の動きが悪い。,,
"雇用
関連

(中国)",,◎,－,－,,
,,○,求人情報誌製作会社（広告担当）,・2016年と2017年とを比較すると、採用予定人数は正社員と新卒採用は横ばいである一方、４割近くの企業が既卒者と第二新卒に高い採用意欲を見せている。また中途採用は新卒と同じ枠で採用することとしている。,,
,,○,新聞社［求人広告］（担当者）,・大手自動車メーカーの生産水準が引上げられ、関連する企業群にもやや一服感がうかがえ、当県の各種経済指標も横ばいか緩やかな回復基調を示している。ただし製造業を中心に給与が引上げられていないため、個人消費の伸びが鈍化している点がやや気になる。,,
,,○,職業安定所（所長）,・鳥取県中部地震の雇用への影響が比較的小さかったことと共に、医療福祉や建設業など慢性的に人手不足の業種もあることから、今後の求人数は増加傾向で推移する。,,
,,○,職業安定所（産業雇用情報担当）,・この数か月は1.3～1.4倍で推移していた有効求人倍率が1.61倍に上昇している。,,
,,○,学校［大学］（就職担当）,・米国の新政権への期待感から株価が上昇しており、企業の動きが活発化する。,,
,,□,人材派遣会社（社員）,・米国の新大統領就任による影響は今後考慮しなければならないが、引き続き有効求人倍率が1.7倍となっており、求職者のマッチングに苦戦する状況に変わりはない。,,
,,□,人材派遣会社（支社長）,・諸外国の様々な不確定要素により、製造業を中心として人材採用に慎重な姿勢が見られはじめたものの、大部分の業種では引き続き人手不足感は強い。,,
,,□,人材派遣会社（経営企画担当）,・３月末の契約終了者が発生する時期が迫っており、１人でも多く次の職場を紹介することが求められる。また求人活動、仕事紹介活動はもちろん、１人でも多くの派遣スタッフの状況を確認することで採用側との関係強化を図ることが求められている。,,
,,□,人材派遣会社（支店長）,・米国の新大統領就任による日本への影響がまだ不確定であり様子見の状況が続くため、景気に変化はない。,,
,,□,職業安定所（産業雇用情報担当）,・地元紙の主要企業アンケート調査結果によると、来年度の業況見込みについて、悪くなるが33.1％と高く、業種別では建設業、卸小売業にその割合が高い。前者には大型受注が見出しにくい状況、後者には消費者の低価格志向の継続と県外競合店の新規出店による更なる低価格競争の激化が予想される状況などを示す回答がある。,,
,,□,職業安定所（雇用開発担当）,・人員不足のため様々な方法で充足を図り求人を出すが、採用に至らず滞留してしまうことから、あたかも求人企業が増加しているように見えるようになる。,,
,,□,民間職業紹介機関（職員）,・米国の新大統領就任により地場の自動車部品メーカーに大きな影響が及ぶ恐れがあり、特にメキシコに展開しているメーカーは様子見をしている。,,
,,□,民間職業紹介機関（人材紹介担当）,・景気を底上げする良いニュースがない。,,
,,□,学校［短期大学］（学生支援担当）,・都会では待機児童数が問題になっているが、地方では人口減少から児童数も減少し、保育関係の求人は厳しい状況になりつつある一方で食物栄養関係は現状維持が見込まれる。,,
,,▲,－,－,,
,,×,－,－,,
,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(四国)",,◎,－,－,,
,,○,商店街（代表者）,・３月には、近くに博物館がオープンして記念イベント等もあることから観光客や県内の消費者も来街すると予想している。４～５月は、大型客船の入港が多数予定されているので、より多くの来街客を見込んでいる。,,
,,○,コンビニ（店長）,・買上点数や客単価の上昇が続いている。,,
,,○,コンビニ（商品担当）,・春頃には統合の効果が数値として出ることを期待している。,,
,,○,乗用車販売店（従業員）,・決算商戦に向けて少しずつ動きが出てきているように感じる。,,
,,○,乗用車販売店（役員）,・過去最高益を更新できる見込みで、従業員への利益還元も検討している。同業他社も概ね好調である。,,
,,○,住関連専門店（経営者）,・最近、土地造成や分譲住宅が増えているので、新築の場合は当社の売上が伸びる。金利が低下しているので、改装や新築が多くなると期待している。,,
,,○,その他専門店［酒］（経営者）,・花見などのイベントが多くなり、良くなる。,,
,,○,旅行代理店（営業部長）,・４月から四国デスティネーションキャンペーンも始まるので、全国からの誘客が見込め、期待感が大きい。海外旅行については円安傾向が少し気がかりだ。,,
,,○,タクシー運転手,・春になるとお遍路の仕事が増えるので、今よりは良くなる。ただ、お遍路客が多かった前年ほどではないだろう。,,
,,○,通信会社（営業部長）,・新生活時期で販売が活発化する。,,
,,○,通信会社（営業担当）,・新生活需要の活気は例年どおりと期待したい。,,
,,○,通信会社（企画）,・引き続き解約件数が減少し、良くなっていく。,,
,,○,観光遊園地（職員）,・四国デスティネーションキャンペーン等で集客が見込める。,,
,,□,商店街（事務局長）,・株高傾向は消費環境にとっては追い風であるが、先行きの不透明感を払拭するには至っていない。賃上げや世界経済の行方に安心感が得られると、地方も景気が少しずつ上向く可能性を感じられるのではないか。,,
,,□,一般小売店［文具店］（経営者）,・百円ショップ等の競合他社の影響からお客様の価格訴求の傾向が強く、今後もこの傾向が続く。,,
,,□,一般小売店［生花］（経営者）,・来月以降の予約が順調に入ってきている。多くなるとは言えないが、平年並みを予想している。,,
,,□,百貨店（販売促進担当）,・天候与件の追い風のなかでも衣料品売上は前年を下回り、高額品の動きも安定しない。,,
,,□,スーパー（企画担当）,・顧客の買いまわりは、ドラッグストアなどとの比較購買が続いている。生鮮食品では、野菜に続いて海産物も気象の影響を受けて不漁となるなど、明るい話題は無い。,,
,,□,コンビニ（総務）,・天候や気温に大きく左右されるが、景気が大きく変動する要因は見当たらない。,,
,,□,衣料品専門店（経営者）,・今後良くなる要素がない。,,
,,□,衣料品専門店（総務担当）,・店舗前の通行量に変化はなく、セールも終了し、客の動きが弱くなる時期に入る。顧客から景気の良い話は聞こえてこないこともあり、現状とそれほど変わらないと考える。,,
,,□,家電量販店（副店長）,・若年層を中心に販売価格にシビアになっており、競合店との価格競争がある。,,
,,□,乗用車販売店（従業員）,・新型車が相次いで発売されているが、売上にはあまり貢献していない。既販車を含めた総販売台数は今後しばらくの間、前年並みになると予想している。,,
,,□,乗用車販売店（従業員）,・新型車投入で販売台数の伸びが期待されたが、計画通りには販売台数が伸びていない。例年と変わらない動きで推移すると予想する。,,
,,□,その他小売［ショッピングセンター］（副支配人）,・寒さが厳しくなり、来街者も少し減っているように感じられる。,,
,,□,観光型旅館（経営者）,・「変わらない」というよりも｢分からない」。国際的な政治・経済情勢等から、先行きが見えない。もう少し様子を見ないと判断できない。,,
,,□,タクシー運転手,・３～４月には卒業、新入社員、異動等があるので、人が動く。,,
,,□,通信会社（支店長）,・年度末に向けて、特段の変動要因は見当たらない。,,
,,□,ゴルフ場（従業員）,・季節的にも気候的にも良くなる時期に入るが、予約はあまり伸びていない。,,
,,□,設計事務所（所長）,・仕事はあったとしても慢性的な人手不足で、受けきれない状況にある。,,
,,▲,商店街（代表者）,・当社の業種は利用顧客数の微減状況で同業他社との競争もあり、厳しい状況が続いていく。地方では景気回復感が浸透しておらず、厳しい状況にある。,,
,,▲,衣料品専門店（経営者）,・米国の動向が読めないため。,,
,,▲,乗用車販売店（営業担当）,・自動車販売は２～３月の需要期を過ぎると極端に動きが止まる。４月以降このまま推移する要素はない。,,
,,▲,競艇場（職員）,・２月は各地区選手権競走が開催され、地元の有力選手、若手の期待選手の活躍が売上増加に繋がる。３月は対岸のボート場でレースが開催されるため、売上は少なくなる。,,
,,▲,美容室（経営者）,・周辺の店が閉店するなど、当店だけでなく活気が無くなっている。,,
,,×,商店街（代表者）,・中心市街地の活性化事業が白紙になり、極めて厳しい状況が起こっている。,,
,,×,一般小売店［酒］（販売担当）,・景気が悪いので消費者の購買意欲も無く、とても不安だ。,,
,,×,コンビニ（店長）,・地盤産業である造船会社で働く人達の収入が増えず、目減りしている話も聞く。先行きは厳しい。,,
,,×,スナック（経営者）,・周囲の人の話でも、ますます景気は悪くなっているようだ。,,
,,×,住宅販売会社（従業員）,・受注数やイベント来場者数は変わらないが、受注につながる名簿数は減少している。受注増につながるプラス要因が思い浮かばない。,,
"企業
動向
関連

(四国)",,◎,食料品製造業（商品統括）,・政府が求める賃上げ、プレミアムフライデー実施、保育士の給与改善などに対し、企業は答えようとしている。消費拡大に向かうのではないか。,,
,,○,パルプ・紙・紙加工品製造業（経営者）,・３月以降は売上、利益とも良くなっていく。,,
,,○,通信業（営業担当）,・３～４月のテレビ広告受注が上向いている。特に自動車、不動産、情報通信などがけん引している。,,
,,□,繊維工業（経営者）,・厳しい状況に変わりはなく、地方は当面この状況が続く。,,
,,□,鉄鋼業（総務部長）,・回復の気配が見えない。,,
,,□,電気機械器具製造業（経営者）,・全国的に再生エネルギー事業は下降しているが、当社を含め周辺ではまだ需要がある。,,
,,□,電気機械器具製造業（経理）,・得意先からの受注は数％程度の増減は生じるが、市場のデマンドは概ね安定的に推移すると見込む。,,
,,□,建設業（経営者）,・変わらない。,,
,,□,建設業（経営者）,・年度末までは手持業務の売上を順調に上げていける。年明け後に発注された次年度案件や２か年継続案件の発注量ならびにその受注量は、４月以降の景況に大きく影響されるため、受注に向けては厳しい競争下にある。,,
,,□,建設業（総務）,・先行き不透明なため。,,
,,□,輸送業（経営者）,・やはり不安が解消されないと長期的に良くならない。思い切った政策を打ち出してほしい。,,
,,□,輸送業（営業）,・米国の新大統領就任による影響が心配される中、景気動向は極めて不透明感が強く、繁忙期の３～４月の景気は予想がつかない。,,
,,□,金融業（副支店長）,・取引先企業へのヒアリング調査によると、今後２～３か月の業績予想は概ね現状並みとする回答が多い。ただ、人手不足を不安視する企業が多く、先行きに不透明感を感じている様子が見受けられる。,,
,,□,広告代理店（経営者）,・県外娯楽関係の新規出店に伴う販促広告が予定されているが、多くの得意先は変わらない見込み。,,
,,□,公認会計士,・多くの関与先企業が為替動向を非常に気にしている。そのため設備投資も控えめで、様子見の顧客が非常に多い。米国の新大統領就任による影響で、先が読めない状況が続いている。,,
,,▲,農林水産業（職員）,・農業分野にも間接的に、米国の新大統領就任による影響が予想される。食に対する消費者の意識は二極化しているが、いまは低価格志向が上回っている。大企業の業績が悪化すれば、この傾向が一段と強まる。,,
,,▲,食料品製造業（経営者）,・円安の影響で原材料が高騰しているが、小売店のデフレ傾向は変わらないため、利益が圧迫されると推測する。,,
,,▲,木材木製品製造業,・前年10～12月の大手住宅メーカーの契約状況は前年を下回っている企業が多く、主要８行の住宅ローン申込件数（12月）も前年より減少しているため、やや悪くなる。,,
,,▲,一般機械器具製造業（経理担当）,・中国経済の減速、原油・資源価格動向、地政学上のリスクに加え、米国の政策や欧州の政治動向もあり、不透明感が強まっている。,,
,,×,輸送業（支店長）,・原油価格高騰による燃油費のコスト増が最大の不安要素だ。,,
"雇用
関連

(四国)",,◎,－,－,,
,,○,人材派遣会社（営業担当）,・当面はこのまま継続する。,,
,,○,人材派遣会社（営業）,・年度末に向けた景気対策や、事業の見直し・拡充に伴い消費意欲は増していくだろう。人の入れ替わりも増えるこの時期に、求人数・求職者数に動きがみられ、景気は良くなる傾向にある。,,
,,○,求人情報誌製作会社（従業員）,・異動時期に入り、求人数の増加が見込める。,,
,,○,職業安定所（職員）,・12月の有効求人倍率は1.52倍で、５月以降上昇が続いており、前年比0.15ポイント上昇している。,,
,,○,学校［大学］（就職担当）,・いまでも今春卒業予定の学生に対する求人が多く見られる。大手企業も含まれている。,,
,,□,新聞社［求人広告］（担当者）,・低調維持という営業感覚がある。,,
,,□,職業安定所（職員）,・現在の人手不足感がいつまで続くか先行きが見えず、条件の好転には至っていない。,,
,,□,民間職業紹介機関（所長）,・29年度の新卒者採用計画が立てられない企業が多いのは、28年度の新卒者を予定通り採用出来ていないことにある。新卒採用には閉塞感が強いようだ。,,
,,▲,人材派遣会社（営業担当）,・求人数は増加にあるが、派遣登録する人が減っているのでスタッフを募集するのに経費がかかり過ぎている。また、製造関係の仕事の求人が減っていることが懸念される。,,
,,▲,求人情報誌（営業）,・人員不足の解決策が見当たらず、今後も続く見込み。さらに、愛媛県の基幹産業の一つである造船の受注状況が悪くなっている。先行き不透明で、造船と周辺業界の景気が悪化していく。,,
,,×,－,－,,
,,,,,,
　10．九州（地域別調査機関：公益財団法人九州経済調査協会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(九州)",,◎,一般小売店［生花］（経営者）,・春の卒業式などで花が最も必要とされる時期になるので、使用頻度の少ない１～２月に比べて確実に売上が見込める。どの程度の売上になるかは予測できない。,,
,,◎,通信会社（企画担当）,・客の予算の消化や、新年の販売及び新商品の紹介に向けて、資金の動きが活発化している。,,
,,○,商店街（代表者）,・時期的に、必需品を購入する客が増える。,,
,,○,商店街（代表者）,・年度移行時期のため、来客数増が見込める。製造業も増加が見込めるため景気は良くなる。ホームページをリニューアルし、問い合わせが増加しているので今後インターネットからの注文が増える。,,
,,○,百貨店（営業担当）,・株価により消費が左右されている。今後企業業績が発表されるが、為替水準を105～110円で算定しているようなので、それを好転できるような為替水準になれば業績も良くなる。百貨店の場合、フローというよりストックにより支えられているので不透明ではあるがやや持ち直してくる。,,
,,○,スーパー（総務担当）,・来店頻度、購入点数、購入単価ともあまり増える傾向になく、売上が上昇する要素がない。,,
,,○,家電量販店（店員）,・当地では今冬は暖冬で、客の財布にはまだお金が残っている。落ち込んだ分、３か月後は若干上向く。,,
,,○,家電量販店（従業員）,・新学期に向けて新生活用品などが売れる。,,
,,○,その他専門店［コーヒー豆］（経営者）,・12月の繁忙期に比べて１月は業界的に売上が下がる時期である。春先にかけて少しずつ増えていく。,,
,,○,その他専門店［書籍］（副店長）,・２月に日本人有名小説家の新刊の発売がある。,,
,,○,その他小売の動向を把握できる者［土産卸売］（従業員）,"・スポーツ関連のキャンプがあり、東南アジアからの観光客も増えてくるため,土産品の販路が拡大する。",,
,,○,一般レストラン（経営者）,・予約状況も良く、問い合わせも多い。客を見ていても景気が悪い感じが見えない。,,
,,○,一般レストラン（スタッフ）,・熊本地震からようやく１年がたとうとしており、観光客数が少しずつ回復していく。,,
,,○,都市型ホテル（スタッフ）,・予約状況や現在の売上から判断すると、消費は上向いている。,,
,,○,旅行代理店（企画）,・今年度の下期はあまり良くなかったため、上向き傾向に向かう。,,
,,○,タクシー運転手,・与党は補正予算を支持しているが今後の状況をみていきたい。,,
,,○,タクシー運転手,・大型クルーズ船の入港予定は今年も300回は軽く超える予定で、観光客も増加し、催物も充実しており堅調さを保つ。,,
,,○,通信会社（業務担当）,・２～４月にかけて繁忙期ということもあり、受注数が増加する。,,
,,○,通信会社（営業）,・毎年、異動に伴う需要がある。今年は繁忙期にあわせて新サービスを導入するため、販売促進にも力を入れている。春から夏に掛けて１月より販売数や客単価が上昇し、これまで取り込めなかった客層に広がる。,,
,,○,通信会社（営業担当）,・年度末に向け、転居が増えるタイミングで消費や契約等が動く。,,
,,○,美容室（経営者）,・当業界は、春に景気が良くなる傾向にある。オシャレは景気が良くないと伸び悩む。オシャレをすればするほど景気は回復する。景気回復のてこ入れをしてもらえると伸びる。,,
,,□,商店街（代表者）,・なかなか、良くはならないが、底値安定である。,,
,,□,商店街（代表者）,・年金受給者が多いところでは衣料費等がかかるため、新たな購入意欲がない。収入が増えないため売上も伸びない。,,
,,□,商店街（代表者）,・地方の小売店では景気が上向く気配が全くない。,,
,,□,商店街（代表者）,・１年で最も寒い時期になったため、来客数が減るのと同時に消費が上向く理由が見つからない。このままの状態が続く。,,
,,□,一般小売店［青果］（店長）,・お中元、ギフトなどの売上がかんきつ類の売上に影響する。前年末もそうだったが生産量の割には相場がなかなか立たなかった。温暖化の影響もありかんきつ類の水分が少なくなり、今後のかんきつ類の出荷も厳しくなってくる。,,
,,□,一般小売店［鮮魚］（店員）,・本当に景気は良くなっているのか、全然実感がない。むしろ悪くなっているようである。２月３日の節分の恵方巻を売る店が増えている。店で作った海鮮巻きや、仕入れた太巻きなど様々だが、皆販売している。,,
,,□,一般小売店［精肉］（店員）,・景気変動の要素が見当たらない。,,
,,□,一般小売店［茶］（販売・事務）,・冬期売上は上向きになるのが普通だが、低迷が続いているためどこが底なのか不明である。景気とは関係なく毎月の売上は深刻である。,,
,,□,百貨店（総務担当）,・主力の衣料品に元気がないため、テナント退店が多く申入れられており、空室率増となる。,,
,,□,百貨店（営業担当）,・価格にシビアな状況が続いている。,,
,,□,百貨店（営業担当）,・全店割引や恒例のギフト解体セールでは必要な商品を見極めて購入している。催事では買物券還元催事の利用が多く、買物への慎重な姿勢が続く。一方で、輸入ブランドや時計が好調で、買物の二極化が続いている。,,
,,□,百貨店（販売促進担当）,・新生活がスタートし、新しい客が増えるが、既存の客の購買意欲は変わらない。,,
,,□,百貨店（経営企画担当）,・客数減以上に客単価の減少トレンドが続いており、客の購買意欲の減退が強まっている。一部富裕層を除き、ボリュームゾーンの低価格志向が今後も継続する。,,
,,□,百貨店（業務担当）,・熊本地震の後、耐久消費財のような買換えが必要な商材の売上は堅調だが、衣料品やファッション用品の動きは変わらない。客の支出に対する意識は、より厳しくなっている。,,
,,□,百貨店（企画）,・来月には近隣の商業施設が閉鎖するため、町中のにぎわいへの不安がある。景気を上下させる要素が不明瞭で、目先の動向についても予測が困難である。,,
,,□,百貨店（売場担当）,"・前年のうるう年の反動が予想されるものの、約3,000万円の絵画が売れる予定なのでその反動を相殺でき、現状の流れがそのまま続いていく。状況的には前年の分を差し引くと変わらない。百貨店については下降傾向が続いている。",,
,,□,百貨店（マネージャー）,・インバウンドについては、現時点で円高に振れてきているものの、売上は毎週前年比増で推移していることから、復調の流れにある。ただし、国内消費については、株高も一服し、大きなプラス要素も見当たらないことから、ここ２～３か月で大きく景気が上向くことはない。,,
,,□,百貨店（営業統括）,・２～３月は女性客が春物衣料品の購買を控える。,,
,,□,百貨店（店舗事業計画部）,・春は進物・返礼・行事等が多い時期で、必要なものは売れるため、ある程度売上は持ちこたえる。一方で、ファッション消費については強いトレンドがないことや春物の期間が年々短くなっていることもあり伸び悩む。,,
,,□,スーパー（経営者）,・春闘の目安がつかないと先行きに不安が生じる。,,
,,□,スーパー（店長）,・競合店の出店等もあり、価格競争を含めた競争が今後も厳しくなる。,,
,,□,スーパー（店長）,・熊本地震の影響で閉店していた競合店が12月から再開し、周りの競合店の状況はほぼ地震前と同様になったものの、地震前の勢いはない。生鮮食料品は生花を中心に前年比115％で推移しているが、一般食品が苦戦する。,,
,,□,スーパー（店長）,・生鮮食料品を含む食品の動きが良くなっているが、衣料品の売上が悪い。衣料品も良くなると全体的に良くなってくる。,,
,,□,スーパー（統括者）,・米国の新大統領の政策があまりに独善的なものばかりで、日本企業にとってマイナスの影響の方が多くなると心配している人が多い。このような状況では、財布のひもが緩んで景気拡大につながることはない。,,
,,□,コンビニ（経営者）,・客が変わる要因がない。,,
,,□,コンビニ（販売促進担当）,・米国の状況等がどう影響を与えるか見通せない。,,
,,□,衣料品専門店（店長）,・相変わらず来街者数が少なく、好転の兆しが見えてこない。,,
,,□,衣料品専門店（総務担当）,・前年度の百貨店やスーパーマーケットの衣料品売上推移を見ても、今後状況が好転する要素はない。,,
,,□,衣料品専門店（取締役）,・米国の新大統領就任の影響なのか株価が上がっているが、日本の景気が良くなる要素は何もみられず先行きの不安が大きい。現場では左右されずにやっていく。,,
,,□,家電量販店（総務担当）,・業界全体も厳しく価格競争が激しくなっている。,,
,,□,家電量販店（広報・IR担当）,・白物家電は高付加価値商品が好調で買換え需要も底堅いので、家電全体での大きな落ち込みはない。,,
,,□,乗用車販売店（総務担当）,・当分、新型車効果が続き、新車販売が好調を維持する。今期の決算は高実績になる。,,
,,□,乗用車販売店（代表）,・変わる要因がない。,,
,,□,住関連専門店（経営者）,・米国大統領の発言や決定に、経営者や消費者が関心を持っており景気が減速する。耐久消費財である置き家具の購入には客も慎重である。,,
,,□,その他専門店［書籍］（代表）,・百貨店もセール時期以外の平日は客が少なく、小売や飲食の現場では人が入っていないのが顕著である。生活防衛の姿勢である。,,
,,□,その他専門店［ガソリンスタンド］（統括）,・燃料油の小売価格の今後の動向は、仕入価格が見通せないため不透明なところがあるが、寒さも例年並みのようで、販売量は前年並みになる。当地では、１月下旬から２月中旬にかけて、大きな祭りの開催が予定されており、前年以上の県外からの自動車等での来訪数と当地での消費に期待する。,,
,,□,ドラッグストア（部長）,・自社の販売促進の取組の効果が出ており、経済状況は比較的堅調である。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（支配人）,・商圏内の収入拡大や、大きな消費トレンドがない限り横ばいである。プレミアムフライデーについても、動向を見守りたい。,,
,,□,その他小売［ショッピングセンター］（広報担当）,・消費状況に大きな変化は期待できず、米国の新大統領の政策で、今後の日本に大きなマイナスの影響がある。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,・衣料品不振は変わらない。円安が現状のまま維持できれば、インバウンド売上は期待できる。,,
,,□,高級レストラン（支配人）,・来月以降の予約状況も変わらない。,,
,,□,高級レストラン（専務）,・地元客も観光客も少ない。このままでは良くない。,,
,,□,旅行代理店（従業員）,・来客数は増えているものの、購買数の増加があまり見られない。学生の動きも例年に比べ鈍い。,,
,,□,タクシー運転手,・２月は会社関係の予約が大変好調で良い状態が続いている。今後このような状態が続くと良い。,,
,,□,タクシー運転手,・球団のキャンプがあるので利用する客が多い。,,
,,□,ゴルフ場（従業員）,・今月末から春節のためにインバウンドもあるが、３～４月の予約は前年比１割減である。地元の客を取ろうとすると単価を抑えなければならず更に厳しい面があるが、新規客を取り入れないといけない状況である。,,
,,□,競輪場（職員）,・業界全体の売上は頭打ち傾向であり、良い方向へ動く要素があまり見当たらない。,,
,,□,競馬場（職員）,・何か変わるきっかけとなるものが見当たらない。,,
,,□,美容室（経営者）,・やや悪くなる様子だが、これ以上みんなが苦しまない世の中になるように変わらないといけない。,,
,,□,理容室（経営者）,・業種によって良かったり悪かったりするようだが、平均すると良くない。３～４月は卒業・入学式などで少しは良くなるが全体的に厳しい状況は変わらない。,,
,,□,美容室（店長）,・急に良くなるとは思えないが現状維持できれば良い。,,
,,□,音楽教室（管理担当）,・春に向けて募集を行っていくが先行きは不明である。,,
,,□,設計事務所（所長）,・国際情勢の不透明さが影響するが、プラスマイナスで現状維持である。,,
,,□,設計事務所（所長）,・仕事の結果が２～３か月先に出てくるので、今変わらないということは先も変わらない。,,
,,□,住宅販売会社（従業員）,・住宅購入のきっかけとなる国策や金利などの材料もあり今後も続く。,,
,,▲,商店街（代表者）,・当地区においての商圏環境は大型店の増床もあり、一段と激しさを増している。その影響は商店街にも及ぶ。,,
,,▲,商店街（代表者）,・２月は最も消費が冷え込む月なので３～４月が良くなる。,,
,,▲,商店街（代表者）,・卒業、入学により家庭での金銭的負担が多く先の見通しが立たない家庭が多い。,,
,,▲,スーパー（店長）,・来店客の低価格志向が更に強まっているので、今後も単価は下落傾向である。,,
,,▲,スーパー（総務担当）,・競合先の新規出店による客獲得競争が更に激化し、人材確保や設備の更新等で経費は増加する。,,
,,▲,コンビニ（エリア担当）,・客の動きがどう変化するのか、米国の経済やＴＰＰ撤退等の影響が出てくる。少しの変化が客の購買に大きく影響するので、厳しい状況は続く。,,
,,▲,コンビニ（店長）,・米国の新大統領の政策で経済が混乱する。,,
,,▲,コンビニ（エリア担当・店長）,・道向かいに学校を建設中であったが、その工事もほぼ終わり工事関係者が減るので、当店の駐車場が若干広くなったが、客数は減る。,,
,,▲,衣料品専門店（店員）,・今月は良かったが、この先良くなる要因がない。,,
,,▲,家電量販店（店員）,・米国の新大統領就任の影響で製造業など先行きが見えない状況である。米国がくしゃみをすると日本は風邪をひくと言われたが、消費に関しても客は様子見をしている。日本への影響が見え隠れしており明るい要素は少ない。,,
,,▲,高級レストラン（経営者）,・２月中旬に市議会議員選挙があるため接待や飲食に使われることが少なくなる。２月は１年の中で最も動きの悪い月だが選挙で更に動きが鈍くなり、売上や景気は良くならない。,,
