,,▲,新聞社［求人広告］（営業担当）,それ以外,・３か月前と比べて円安傾向や物価上昇の動きが更に進んでいる。実質賃金の上昇など、問題の根本的な解決が進まない限り、緩やかに景気は悪くなっていく。
,,▲,新聞社［求人広告］（担当者）,それ以外,・物価上昇やナフサ問題などで、地元企業からのメディアへの広告出稿が控えられるなど、プロモーション予算の減少がみられる。
,,▲,職業安定所（職員）,求人数の動き,・３か月前と比較すると、求人数、求人企業数共に減少傾向にある。企業からも中東情勢などの不安要素が多いとの意見が多く、良い話が聞こえてこない。
,,▲,民間職業紹介機関（職員）,求人数の動き,・梅雨に入り、建設現場の動きが鈍っているため、求人数が減少している。
,,▲,民間職業紹介機関（営業担当）,求職者数の動き,・６月に入り、2028年卒業の新卒者の動きが悪くなっている。５月まではインターンシップの合同企業説明会への参加数が前年を上回るなど好調であったが、６月に入って一気に減少し、前年の６割程度に落ち込んでいる。各種サイトへの新卒者の登録数は伸びている一方、エントリー数は前年よりも減っているため、学生が既に業界を絞り込んでいる様子が見受けられる。
,,▲,民間職業紹介機関（営業担当）,求人数の動き,・派遣市場の閑散期に入り、求人数の動きが鈍化している。派遣スタッフの不足もあり、景気はやや悪くなっている。
,,▲,学校［大学］（就職担当）,雇用形態の様子,・物価が上昇している一方、雇用条件の改善が進んでいない。
,,▲,学校［大学］（就職担当）,それ以外,・為替が円安方向で推移しており、物価の上昇が続いている。中東情勢では停戦合意がまとまったが、完全な終息に向けた見通しは立っていない。
,,×,＊,＊,＊
,,,,,
　９．中国（地域別調査機関：公益財団法人中国地域創造研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(中国)",,◎,都市型ホテル（総支配人）,販売量の動き,・６月の宿泊予約は、３か月前時点では前年を約２％下回っていたが、当月に入ると前年を約５％上回るまで改善した。飲食に関しても前年より約３％増で推移している。
,,◎,タクシー運転手,来客数の動き,・前年よりも雨の日が多いが、その割に利用客は前年を下回り、夜の繁華街の人出も少ないなど、前年と比べると厳しい状況が続いている。一方で、２～３か月前と比較すると、状況はやや上向いており、改善の兆しがみられる。
,,◎,競艇場（企画営業担当）,販売量の動き,・今月はＧ１競走とＧ３競走の実施があったので、売上は十分確保できた。
,,○,百貨店（売場担当）,販売量の動き,・ラグジュアリー商材ブランドの数百万円クラスのジュエリーや高級ブランドのアパレル、プレセール対象商品などの販売が好調に推移している。来月も引き続き、この好調な流れが続く見込みである。
,,○,百貨店（外商担当）,お客様の様子,・株価の高騰により富裕層の購買動向は明らかに良くなっている。特に美術品や宝飾品等の高額品の動きが良い。
,,○,スーパー（店長）,販売量の動き,・来客数の前年比を大幅に上回る水準で、買上点数の前年比が推移している。１人当たりの買上点数は前年比で１点以上改善しており、大幅な伸長がみられる。また、単価上昇もあるが、買上点数の増加が売上に大きく貢献している。食品の伸長率が顕著であり、食生活も変わってきているとみられる。
,,○,コンビニ（店長）,販売量の動き,・まだ前年の売上は割っているが、３か月前より回復している。
,,○,コンビニ（副地域ブロック長）,来客数の動き,・公共工事が増えており、朝の来客数が増えている。特に、ベーカリー、ファーストフードの販売が好調で来店動機になっている。
,,○,家電量販店（企画担当）,販売量の動き,・エアコンの販売量が特に伸びており、全体の売上を押し上げている。
,,○,乗用車販売店（店長）,販売量の動き,・販売量が増加してきた。これまで受注制限の対象となっていた商品の制限が徐々に解除され、販売促進活動の制約が緩和されたことが一因となっている。
,,○,乗用車販売店（業務担当）,販売量の動き,・生産台数が徐々に増加し、それに伴い販売台数も増加している。
,,○,その他専門店［宝石店］（店員）,来客数の動き,・６月は近隣県の客の来店が多く、微増ではあるが、来客数が３か月前の101％で推移している。
,,○,その他小売［ショッピングセンター］（支配人）,来客数の動き,・衣料品などの物販は苦戦しているものの、飲食及び食品物販が好調に推移しており、全体の売上を押し上げている。
,,○,バー（経営者）,お客様の様子,・マナーの良い客に恵まれている。
,,○,旅行代理店（支店長）,販売量の動き,・１～３月に比べて４～６月は修学旅行を含む団体需要が増加し、また、ゴールデンウィークの影響で個人旅行の販売量が増えている。
,,□,商店街（代表者）,来客数の動き,・地方公務員や地域の大企業ではボーナスの支給時期を迎えていることから、関連する客層の来店は比較的堅調となっている。
,,□,一般小売店［洋裁附属品］（経営者）,販売量の動き,・梅雨に入り、今後の売上は見込みにくいが、改善を期待したい。
,,□,百貨店（営業担当）,来客数の動き,・来客数が前年水準となっている。
,,□,百貨店（営業担当）,販売量の動き,・販売量に大きな変化はないが、高額商品の動きは良好である。価値が下がりにくいブランド品や金製品を求める客が多く、こうした傾向に変化はみられない。
,,□,百貨店（売場担当）,お客様の様子,・数か月前から景気に変化はない。ただし、客は価格以上の価値や納得感のある商品を購買する傾向が強まっており、百貨店商材は厳しい状況にある。
,,□,スーパー（業務開発担当）,販売量の動き,・加工食品の相次ぐ値上げで販売点数が大幅に落ち込んでいる。
,,□,スーパー（財務担当）,販売量の動き,・節約による低価格志向が強まっており、来客数は前年を上回る状況が続いている。ただし、１品単価と１人当たりの買上点数は前年並みで推移している。
,,□,スーパー（販売担当）,単価の動き,・父の日など販売機会はあったが、節約志向もあり、全体として単価は前年よりも下がっている。
,,□,衣料品専門店（経営者）,お客様の様子,・中小企業勤務の客からは、景気の良さを感じないという話を聞く。
,,□,衣料品専門店（代表）,販売量の動き,・特に食品の値上がりが家計を直撃しているため、節約志向が続いている。
,,□,家電量販店（店長）,お客様の様子,・エアコンの販売台数は伸びているが、安価な商品の比率が高く、売上としては伸び悩んでいる。
,,□,家電量販店（副店長）,販売量の動き,・余り暑くないからか、エアコンの売行きが落ちてきているが、テレビ、冷蔵庫、洗濯機は好調である。商品によってばらつきはあるが、全体的には前年並みとなっており、景気は変わらない。
,,□,乗用車販売店（リース担当）,来客数の動き,・来客数はやや減少している。
,,□,乗用車販売店（営業担当）,販売量の動き,・４月以降の来客数は横ばいで、販売数が低迷している。例年と比較しても来客数、販売量共に低水準が続いており、状況が回復する兆しはみられない。
,,□,その他専門店［時計］（経営者）,来客数の動き,・天候不順で来客数は日によってばらつきがある。当市が発行した商品券の効果により、各店舗の売上は一定程度確保されたものとみられる。
,,□,その他専門店［和菓子］（経営者）,来客数の動き,・インバウンドが減少している。
,,□,高級レストラン（事業戦略担当）,来客数の動き,・同館内テナントの需要は増加しているが、当方への影響はない。
,,□,一般レストラン（経営者）,お客様の様子,・価格改定を実施していない低価格帯のランチセットメニューの利用が引き続き増加しており、各曜日とも来客数は前年の約130％と大幅に伸長している。このことが、全体の売上を下支えする要因となっている。一方で、売上の伸びは平日の利用増加による影響が大きく、ランチメニューのない週末の来客数は前年並み、又はやや前年を下回る状況となっている。特に、週末はファミリー層の来店減少により、ディナータイムの利用低迷が続いている。
,,□,一般レストラン（経営者）,お客様の様子,・景気に落ち着きが出てきたのか、人の動きが出始めている。
,,□,都市型ホテル（宿泊担当）,販売量の動き,・単価は引き続き高い水準で推移しているものの、稼働に大きな伸びはみられない。
,,□,都市型ホテル（宿泊担当）,来客数の動き,・来客数の動きは、直近３か月前と比較して大きな増減はみられず、全体としては安定した水準で推移している。曜日や時期による一時的な変動はあるものの、継続的な増加や減少といった傾向はみられない。
,,□,タクシー運転手,お客様の様子,・原油価格高騰に伴う様々な物の価格上昇の影響かは定かではないが、客の動きが鈍く、売上が低迷している。通院等での利用者はほぼ変わらないが、夜の飲食客が少なくなっている。
,,□,タクシー会社（営業所長）,来客数の動き,・全体的に乗車回数が減少しており、特に夜間利用の落ち込みが顕著である。客の会話からも物価高による支出抑制の影響がみられ、タクシー利用を控える動きが強まっている。また、売上は前年比102.5％と微増であるが、前年の運賃改定による単価上昇の影響を考慮すると、利用実態としては減少しており、実質的にマイナスの動きと認識している。
,,□,通信会社（運用担当）,それ以外,・中東情勢の影響による経済の不安定な状況は続いている。
,,□,通信会社（企画担当）,お客様の様子,・賃貸アパートや集合住宅のニーズは年始から鈍化している。契約数が伸びていない。
,,□,放送通信サービス（総務経理担当）,お客様の様子,・ケーブルテレビ利用料延滞率と延滞回収率に大きな変化はない。
,,□,通信会社（企画・総務担当）,販売量の動き,・新サービスの契約数は伸びているが、その他のサービスの契約数は微減している。
,,□,ゴルフ場（営業担当）,販売量の動き,・予約状況は変わらず、減少傾向にある。
,,□,美容室（経営者）,お客様の様子,・物価が上昇しており、節約志向の客が増えている。景気が改善するためには、価格の低下が必要である。
,,□,設計事務所,お客様の様子,・相談が増える様子はなく、計画中止や延期の相談もない。
,,□,設計事務所（経営者）,単価の動き,・建築費の高騰が止まらない。予算に収まらないことから、プロジェクトが前に進まない。
,,□,住宅販売会社（事業推進担当）,販売量の動き,・販売進捗は３か月前とほぼ同水準で推移している。エリアによっては、競合物件の過多による価格面の影響で一時的に販売進捗が改善する動きもあるが、総じて鈍化が続いている。
,,▲,商店街（代表者）,来客数の動き,・来客数が減少し、客単価も落ちている。買い控えがあるとみられる。
,,▲,商店街（代表者）,単価の動き,・客の購買意欲は依然として低く、商品購入に慎重な姿勢が見受けられる。
,,▲,商店街（理事）,お客様の様子,・日用品の値上がりが影響しており、生活防衛意識の高まりから、最寄品以外の商品は余り購入しない状況である。
,,▲,一般小売店［茶］（経営者）,販売量の動き,・新茶の値段が高騰し、国内の売上が落ちている。輸出も少し落ち着き始めている。
,,▲,一般小売店［印章］（経営者）,来客数の動き,・材料費や仕入価格の上昇で影響が出ている。
,,▲,一般小売店［眼鏡］（経営者）,販売量の動き,・４月と５月に比べて来客数と販売数が減っている。
,,▲,百貨店（営業担当）,販売量の動き,・前年以上の施策を講じても、売上、来客数共に伸び悩んでいる。
,,▲,スーパー（店長）,販売量の動き,・１人当たりの販売数量が下落傾向にある。無駄な買物はしないという流れがある。
,,▲,スーパー（店長）,単価の動き,・来客数は前年の99％、客単価が95％となっている。客は低価格帯の商品を選ぶ傾向が強く、客単価が低下したことで、価格改定による効果を相殺している。また、台風の影響による長雨で来客数も前年を下回っており、今月は良くない状況である。
,,▲,スーパー（店長）,販売量の動き,・今月は雨の影響もあるのか販売点数が伸びていない。前年比は、３か月前と比べて約２ポイント低下している。
,,▲,スーパー（店長）,販売量の動き,・売上と１人当たりの買上点数が前年を下回っている状況である。
,,▲,乗用車販売店（経営者）,お客様の様子,・客の予算が厳しいとみられる。
,,▲,乗用車販売店（統括）,販売量の動き,・６月の販売量は前年の85％と大変厳しい状況が続いている。
,,▲,自動車備品販売店（経営者）,お客様の様子,・物価高による買い控えで、限られた市場の奪い合いとなっている。
,,▲,その他専門店［土産物］（経営者）,来客数の動き,・このところの大雨で客足が鈍っており、前年同月を大幅に下回る結果となっている。地震や大雨など災害級の天候不順では観光や買物どころではない。
,,▲,その他専門店［革製品］（店主）,来客数の動き,・来客数が少し減少している。今月の前半は急に気温が上がって夏のようになったこと、後半は梅雨入りして雨の日が多かったことが原因として考えられる。食品などの生活必需品も値上がりし続けているため、客の財布のひもが固くなっているとも考えられる。
,,▲,観光型ホテル（副支配人）,来客数の動き,・６月末にかけて雨が多く、イベントを開催しても来客数が増えない。
,,▲,旅行代理店（支店長）,販売量の動き,・中東情勢を背景に海外旅行需要は回復しておらず、円安や物価高の影響も受けている。国内旅行需要については、個人旅行の取扱額は増加しているものの、取扱人員は前年の約90％ということで減少している。一方で、団体旅行は前年比110％で推移している。
,,▲,通信会社（広報担当）,お客様の様子,・物価上昇に伴い購買意欲は低下している。
,,▲,通信会社（総務担当）,それ以外,・情報通信業界として、サービス提供に必要な設備構築資材の高騰や納期遅延などの影響が出てきている。
,,▲,テーマパーク（業務担当）,来客数の動き,・雨天日数は前年とほぼ変わらないが、予約は少なく、当日も増えない状況であり、前年比では50％以下となっている。
,,▲,設計事務所（経営者）,お客様の様子,・来場後の打合せにおいて、住宅取得に対する不安が大きく、購入意欲は十分にあるものの、決断をためらうケースが多い。また、建築費の上昇に所得が追随していないことから、調整に時間を要しており、購入希望価格と実際の販売価格とのかい離が拡大しているとみられる。
,,×,商店街（代表者）,来客数の動き,・中東情勢が安定しない限り、景気マインドは悪化したまま推移する。
,,×,コンビニ（エリア担当）,来客数の動き,・来客数は依然として回復していない。主力商品であるおにぎりやパンは価格が上昇し続けており、家族連れで来店しても家族全員分を購入しないケースが増加している。その結果、客単価は低下しており、前年を上回る来客数を確保できたとしても、売上の増加にはつながらない状況となっている。
,,×,自動車備品販売店（経営者）,販売量の動き,・中東情勢の影響により原油関連商品の入荷が遅れ、一部商品の販売に支障が出ている。また、仕入価格の上昇に伴う価格改定により、販売状況は悪化している。
,,×,一般レストラン（経営者）,それ以外,・物価高対策として当市からプレミアム付商品券が発行されたが、使っている人は少なく、それほど浸透していない様子である。
,,×,一般レストラン（店長）,来客数の動き,・ゴールデンウィーク期間中は好調だったが、連休明け以降の来客数の落ち込みが非常に大きく、２けた減の状態である。人通りも減少し、注文数の減少もみられる。
,,×,通信会社（営業担当）,お客様の様子,・家計負担軽減のためとみられるサブスクリプションサービスの解約が前年同期比で200％となっている。
,,×,美容室（経営者）,お客様の様子,・客の来店間隔が長くなっている。職種にもよるが、通常どおりの仕事をこなしている客が減少している印象があり、今後は更に厳しくなるとみられる。
,,×,住宅販売会社（営業担当）,お客様の様子,・金利や物件販売価格の上昇により、住宅業界では販売が停滞していると考えられる。金利が更に上昇した場合、中小企業は体力が持たず、倒産する会社が増える可能性がある。
"企業
動向
関連

(中国)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・新車が立ち上がり、忙しい状況となっている。
,,○,金属製品製造業（総務担当）,受注量や販売量の動き,・自動車業界からの受注が増え、５月と６月は人材の採用や、間接部門から製造現場へ応援を行うなど、工数を確保しながら納期対応を行った。
,,○,輸送業,受注価格や販売価格の動き,・受注が増えている。
,,○,金融業（経済産業調査担当）,それ以外,・企業の生産や輸出面で持ち直しの動きが見られる。
,,□,農林水産業（従業員）,受注量や販売量の動き,・変わる要素がない。
,,□,食料品製造業（営業担当）,取引先の様子,・取引先の売上が悪化しているとの情報があり、他の競合他社への確認でも同様の見解が得られている。
,,□,繊維工業（財務担当）,受注価格や販売価格の動き,・燃料費の高騰で原材料の仕入価格が上昇している。売上は順調に伸びているが、利益の確保が難しい。
,,□,化学工業（総務担当）,受注量や販売量の動き,・値上げの動きは落ち着きがみられるものの、モノの動きには慎重な面が見受けられ、景気の様子見の状況が長期化するとみられる。
,,□,化学工業（総務担当）,受注量や販売量の動き,・中東情勢の影響があるとみられる。
,,□,窯業・土石製品製造業（管理担当）,受注量や販売量の動き,・数か月先については、取引先からの受注増に対応する増産体制は見込めていない。
,,□,鉄鋼業（総務担当）,取引先の様子,・中東情勢の影響による不安要素はあるものの、足元では大きな変化はない。
,,□,電気機械器具製造業（総務担当）,受注量や販売量の動き,・プリント基板製造装置は、ＡＩ関連の半導体需要の拡大により受注量が増加している。その一方で、電子部品や車載関連は生産調整により減少しているため、事業としては横ばいである。
,,□,建設業（経営者）,取引先の様子,・３か月前と比べて材料調達に大きな変化はない。
,,□,建設業（総務担当）,受注量や販売量の動き,・受注は順調に進む予想であるが、長期の大型工事が大半を占めることから、売上とは直結しないので、注視が必要である。
,,□,輸送業（業務推進担当）,取引先の様子,・特に大きなプラス要素やマイナス要素もなく、取引先の動向にも目立った様子はない。
,,□,輸送業（企画担当）,取引先の様子,・設備納入業者と工事事業者では、塗装材料等の不足で納期遅延が懸念されていたが、最終的な影響はなかった。また、工事事業者の受注額についても減少はみられない状況にある。
,,□,輸送業（営業担当）,受注量や販売量の動き,・受注量及び顧客動向に大きな変化がない。
,,□,金融業（主任）,取引先の様子,・中東情勢の影響については懸念があったが、現在は想定していたほどの影響は感じられない。ただし、景気が良くなっているという実感は取引先からも聞かれない。
,,□,会計事務所（経営者）,受注量や販売量の動き,・補助金を活用した設備投資等のコンサル案件は堅調に推移している。製造業等が被る原油由来のマイナス影響は今のところみられない。
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・中東情勢の影響により、秋口と年末の値上げ交渉において厳しい対応を迫られる状況のなか、現状では日々の注文量が減少傾向にある。全体的に価格も上昇しており、生活維持、生活防衛に向かっている様子が見受けられる。
,,▲,通信業（営業担当）,それ以外,・中東情勢の影響による資材価格の高騰や納期遅延等により、取引先の案件が次年度以降に繰延べになるなどの影響が発生している。
,,▲,不動産業（総務担当）,それ以外,・前月と比べ、来客数が約６％減少、成約件数は約10％減少となっている。
,,×,通信業（企画担当）,受注量や販売量の動き,・資材価格の高騰に加え、中東情勢の影響が出始めている。ＩＣＴ関連機器の値上げや納期にも影響が出始め、顧客の購入意欲にマイナス影響を及ぼしており、販売数量が減少している。
"雇用
関連

(中国)",,◎,－,－,－
,,○,人材派遣会社（求職者対応）,求職者数の動き,・応募数が前年比75％と少なめだったものの、若年層の応募が通常より多く、話が進む傾向にある。
,,□,人材派遣会社（支店長）,求職者数の動き,・前年同様、求職者数が低迷している。求人内容も経験を要するものが多く、未経験者や高齢者にマッチする仕事が少ない状況である。
,,□,人材派遣会社（経営企画担当）,求職者数の動き,・派遣労働者数は前年を僅かに下回る水準で推移しているが、派遣料金が上昇していることにより、売上と利益は前年を上回っている状況である。請求単価の上昇によるものであり、根本である派遣労働者の回復には至っていない。
,,□,求人情報誌製作会社（総務担当）,求人数の動き,・４月は県の補助金があったので、求人広告数が一時的に増加したが、補助金終了後は件数が減少した。景気が良くも悪くもなく推移している印象である。
,,□,求人情報誌製作会社（広告担当）,採用者数の動き,・全国調査によると、27年卒の採用予定数は前年並みが63％、増やすという回答が23％、減らすという回答は少数で、企業の採用意欲は高い。28年卒の見通しは、少子化による学生数の減少や人手不足の継続、技術職とＩＴ人材の不足、製造業の後継人材確保の問題を背景に、採用数を大幅に削減するよりも、必要人数の確保が課題となっている。特に当県は大手自動車メーカーを中心とする自動車産業や鉄鋼、造船、機械、電機の集積地であり、若年人材の不足が深刻である。高卒求人倍率も過去最高水準となっており、企業は採用競争を継続中である。
,,□,求人情報誌製作会社（新卒採用担当）,求人数の動き,・慢性的な人手不足を背景に、採用への意欲は常にあり、ニーズの底堅さが感じられる。ただし、最近の物価高や人件費上昇への警戒感から、新規求人を積極的に出す勢いはない。
,,□,求人情報誌製作会社（新卒採用担当）,求人数の動き,・新卒求人を扱うなかで、顧客の動向に大きな変化はない。
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・一部の富裕層を除き、物価高騰の影響により消費は非常に低調である。地元百貨店は、富裕層による活発な消費を背景に、５月は２年ぶりに黒字と聞いている。また、金利上昇を受けて、住宅市場では駆け込み需要の動きが見られる。
,,□,職業安定所（事業所部門）,周辺企業の様子,・物価高騰などのマイナス要素がありながらも、企業の求人数は一定水準を維持しており、景況感は悪くない。
,,□,職業安定所（事業所担当）,求人数の動き,・新規求人数は前年比で減少傾向が続いているものの、直近３か月前との比較では、人手不足感に大きな変化はみられない。依然として医療、福祉、運輸、建設等の分野では慢性的な人手不足が続いている。
,,□,民間職業紹介機関（職員）,それ以外,・人手不足を背景に、企業は人材確保のため、地縁の有無に関わらずＩＪターン人材を積極的に採用するようになっている。地方では地元出身者や地縁のある人材を求める傾向があるものの、採用確保の観点から門戸を広げている。ただし、首都圏からのＵターンを含む移住者については、運転免許を保持していない、あるいはペーパードライバーであるケースも多い。地方では業務上の運転機会や車通勤が前提の職場も多く、移住促進をしても採用に至らない。
,,□,民間職業紹介機関（人材紹介・派遣担当）,求職者数の動き,・人材紹介事業において、求職者からの問合せ数は３か月前と比較して99％と横ばいである。また、求人検索サイトへの依存度が高い人材紹介会社及び派遣会社は、同サイトのポリシー変更により有料掲載が必須となり、非掲載を避けるため、広告費の増加が続いている。
,,□,学校［短期大学］（進路指導担当）,周辺企業の様子,・ビザ関連の手続変更に伴い、派遣企業による留学生の受入れが慎重になっており、就職活動の動きにやや遅れがみられる。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　10．四国（地域別調査機関：四国経済連合会）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(四国)",,◎,－,－,－
,,○,商店街（常務理事）,販売量の動き,・商店街を訪れる国内外からの来客数増加に伴い、通行量も増加している。それによる良い影響は、以前は飲食店や土産品等に限られていたが、最近はカジュアル衣料や小物雑貨等の物販売上にも及んできている。
,,○,スーパー（企画担当）,単価の動き,・生鮮品の価格が資材などの価格上昇により上がり続けている。来客数が増加せずとも売上は増加している。
,,○,家電量販店（副店長）,販売量の動き,・エアコンの新たな省エネ基準により販売数が増加傾向にあったが、本格的な梅雨入りによりその動きは一旦落ち着いた。映像や白物の売上は、順調に推移している。
,,○,美容室（経営者）,来客数の動き,・梅雨に入った影響で、ストレートパーマやトリートメント、スパ系のメニューがかなり増加している。
,,□,商店街（代表者）,来客数の動き,・外国客船の寄港数が多く、寄港のたびにインバウンドが非常に増加する。特に雨の日は、アーケードのなかをよく歩いている。国内観光客も非常に多く、飲食を中心ににぎわっている。
,,□,一般小売店［文具店］（経営者）,販売量の動き,・受注価格について、各メーカーより20～30％上昇するという通知が来ているが、客に対する販売価格はそれほど上昇させられないため、今後が相当不安である。
,,□,スーパー（店長）,来客数の動き,・来客数の前年割れが続いている。
,,□,スーパー（企画担当）,販売量の動き,・４月に落ち込んだ販売量は、５月に入って回復傾向にあったが、６月になって再度苦戦している。前年の米の特需などの反動による減少で、販売に苦戦している。
,,□,スーパー（財務担当）,単価の動き,・単価の上昇が、買い回りによる来客数の減少をカバーしている。
,,□,コンビニ（店長）,来客数の動き,・来客数は減少し、客単価は上昇している。売上は前年並みだが、インフレを加味すると実質は前年割れである。物価の上昇により、コンビニで買物をしない、又はできない層が増えているとみられる。
,,□,コンビニ（総務）,販売量の動き,・前年比ではやや好調だが、３か月前と比較すると横ばいである。ただし、来客数は前年を割っており、客単価の上昇によって売上が増加している。今後は、来客数の増加が課題である。
,,□,衣料品専門店（経営者）,来客数の動き,・前月に引き続き来客数が少なく、客単価が上昇しない状況が続いている。物価高がかなり景気に影響しているとみられる。
,,□,家電量販店（店員）,販売量の動き,・季節商材が動き始めているが、他部門の動きが鈍くなっており、総量としては変わらない。
,,□,乗用車販売店（営業担当）,販売量の動き,・定期的に新車に乗り換える層がいる一方、13年以上乗り続ける層も増加しており、２極化が進んでいる。
,,□,その他小売［ショッピングセンター］（館長）,来客数の動き,・足元の客向けのサービス店舗は、好調に推移しているものの、週末の荒天により飲食や土産が若干伸び悩んでいる。
,,□,タクシー運転手,お客様の様子,・昼も夜も客の乗車率が余り良くない。タクシーの稼働率も平日は40～50％、週末は60～70％で変化はない。小遣いがないという声がまだ聞かれる。
,,□,観光遊園地（主幹）,来客数の動き,・大雨など天候の影響はあったものの、来客数の動きに大きな変化はない。
,,□,設計事務所（所長）,単価の動き,・建築費は、高止まりのまま変わっていない。
,,▲,商店街（代表者）,お客様の様子,・中東情勢への不安や為替変動等に起因する物価高の影響によって、来客数が減少傾向にある。
,,▲,一般小売店［生花］（経営者）,それ以外,・長年営業してきた老舗店を始め、夏までに閉店予定の店が繁華街に数店舗あり、送別商品の予約が入ってきている。緩やかに悪化しているとみられる。
,,▲,百貨店（企画担当）,お客様の様子,・必要な物だけを購入する傾向が強まり、集客と販売の両面に影響が出ている。気候変動の影響による夏の長期化から、客の需要と品ぞろえや商品構成に差異が生じ、販売の機会を失っている。為替変動や物価上昇によって購買単価は上昇傾向にあるものの、原価率の上昇等により粗利益や収益性は低下しているため、売上の数字には表れにくい形で景気が悪化しているとみられる。
,,▲,スーパー（統括担当）,販売量の動き,・これまでは値上げによって売上が増加していたが、減少し始めた。
,,▲,スーパー（人事）,お客様の様子,・台風の接近や雨天が続いていることが主因だが、中東情勢の影響による材料不足の報道が増加傾向にあり、生活防衛意識が高まったことで消費が鈍化している。
,,▲,衣料品専門店（経営者）,販売量の動き,・バーゲンセール前の売上が厳しい月であることに加え、台風余波や中東情勢の影響が重なり、ここ数か月前と比べて少し売上が低迷した。
,,▲,乗用車販売店（役員）,それ以外,・中東情勢の影響から物が入って来ず、物価も上昇していることで、景気は悪化傾向である。
,,▲,一般レストラン（経営者）,来客数の動き,・広告効果により、４月頃までは前年割れしなかったが、５月は前年割れしている。物価上昇の影響もあり、ゴールデンウィーク中の来客数は減少した。
,,▲,観光型旅館（経営者）,来客数の動き,・観光宿泊業の６月は閑散期であるため、来客数は１年の中でも伸び悩む月である。
,,▲,都市型ホテル（経営者）,来客数の動き,・様々な物資の品薄や物価上昇によって、来客数が伸び悩んでいる。
,,▲,通信会社（営業部長）,来客数の動き,・前年度は販売促進施策を実施した関係もあり、前年と比較して来客数は減少している。また、前月と比較しても減少している。
,,▲,美容室（経営者）,来客数の動き,・例年は梅雨時に来客数が多いが、今年は少ない。
,,×,一般小売店［酒］（経営者）,販売量の動き,・飲食店への納品が低迷している。景気の悪化により消費者に余裕がなく、外食を控える傾向にあるとみられる。
,,×,一般小売店［書籍］（営業担当）,販売量の動き,・前年上期６か月間の売上は、前々年と比べてプラスで推移したが、今年の上期６か月間の売上はマイナスで推移したため、前々年並みに戻った。
,,×,コンビニ（店長）,販売量の動き,・来客数、売上共に減少傾向にあり、消費意欲のなさや支出を抑える努力をしている様子がうかがえる。
,,×,コンビニ（商品担当）,単価の動き,・中東情勢の影響によって入手が困難になった石油由来の包材や容器の価格上昇が、商品単価に影響している。
,,×,衣料品専門店（営業責任者）,販売量の動き,・売上が前月と比べ大きく減少している。比較的若い客層の減少が大きく、全体に影響している。
"企業
動向
関連

(四国)",,◎,－,－,－
,,○,繊維工業（経営者）,取引先の様子,・取引先各店で夏に向けての店頭イベントや売場展開が増加したことにより、全体的に受注が増加している。
,,○,木材木製品製造業（営業部長）,受注量や販売量の動き,・受注量は若干回復傾向にあるが、現場工事が中東情勢の影響で進捗が不安定になり、月次ベースでの売上が読めない。
,,○,化学工業（所長）,受注価格や販売価格の動き,・中東情勢の影響による価格改定実施後は、仮需要が旺盛である。
,,○,不動産業（経営者）,受注量や販売量の動き,・長期間にわたって商談していた不動産の売買仲介案件の成約により売上は増加した。不動産の買主は、以前より格段に慎重になっている。
,,□,食料品製造業（商品統括）,それ以外,・食品業界は、原料や製品に加えエネルギーも輸入が多いため、価格変動が大きく影響している。身近で実感の湧きやすい食品の、値上げ報道が定番化している。利益は確保されるものの売上は減少しており、価格上昇を抑える動きがみられる。
,,□,鉄鋼業（総務部長）,受注量や販売量の動き,・主力である造船業は順調に推移しているが、サブとなる産業機械は低調である。
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・全般的に景気が悪い。
,,□,輸送業（経営者）,受注価格や販売価格の動き,・燃料等の価格が落ち着くには、まだ時間が必要である。
,,□,通信業（総務担当）,受注量や販売量の動き,・販売計画に対して、実績は堅調に推移している。
,,□,金融業（副支店長）,取引先の様子,・中東情勢の影響が懸念されているが、まだ大きくは変化していない。
,,□,税理士事務所,取引先の様子,・利益、損益共に大きく変動している取引先はない。
,,▲,建設業（経営者）,受注量や販売量の動き,・公共事業の発注件数が少なく、受注難が継続している。
,,▲,通信業（企画・売上管理）,受注量や販売量の動き,・３～４月と比べると、特に東京に本社を置くスポンサーのＣＭ投下量が減少している。
,,×,広告代理店（経営者）,受注価格や販売価格の動き,・中東情勢の影響により原材料価格の上昇が続いており、売価への転換に追われている。
"雇用
関連

(四国)",,◎,－,－,－
,,○,＊,＊,＊
,,□,人材派遣会社（総務部長）,求職者数の動き,・求職者の動向によって変化する。
,,□,人材派遣会社（オフィス責任者）,周辺企業の様子,・人材不足感は変わらずだが、費用面や情勢への不安等から積極的な採用には至っていない。
